	Top	Gene	FDR	2	3	4	5	6	7	8
56	14	Chgb	2.58769045089907e-190	-1.95700654749977	-2.50792023756155	-2.22645135915176	-0.349599868440769	-2.04737605077621	-1.43696264695182	-0.221521727054091
57	14	Cpne7	2.27186199939941e-67	-2.35583120490629	-0.246490760662917	-2.36052245287826	-0.0603762375673581	-1.0734441380013	-0.48773405744523	-0.0885955535374332
58	14	Sv2b	0	-2.35746055486721	-2.47744927802064	-2.50352473056114	-0.232074888804539	-0.195351332132626	-1.41317032066775	0.0557863565089411
59	14	Nsf	0	-3.33931220898052	-3.10692778718063	-3.62016494469474	-0.47569957393511	-3.41335399402928	-2.05995147946565	-0.192007907274078
60	14	Fabp5	4.1837923400938e-185	3.17774005609012	2.69331580579183	2.58391084890036	3.80865837065857	2.60537790999329	0.700146229552579	0.567103551609966
61	14	Dbndd2	0	3.54574259662587	3.55192122642344	3.54139036711395	4.11896976055625	3.94179417578227	1.27939139123551	3.45696572038025
62	15	Gap43	1.88883283404078e-163	-2.7985194283985	-2.47366152420797	-3.2615617291889	-0.304215221352445	-2.13236883639262	-1.59885511894452	-0.0656261899641817
63	15	Grin2b	5.48375329581365e-132	-3.41352568324241	-2.7109046325289	-3.5749318075471	-0.520385162567089	-1.91603199601003	-2.15613698498567	-0.34382797671403
64	15	Tmeff2	0	2.84685062331515	2.90634270999107	2.91881006942461	3.15913383419391	2.75218810622457	1.34266740798149	3.25359455555502
65	15	Mog	0	6.11320024569963	6.27600213568241	6.39222684788492	6.08991707988223	6.34226235747091	1.3422631891767	6.19410379857725
66	16	Chl1	4.79256716031768e-298	-2.4117735039301	-1.14114223632666	-2.38319635806156	-0.210392983501293	-2.52687172782814	-0.922791452466722	-0.513108605248467
67	16	Pde1a	3.6745506034084e-47	-2.80568673488101	-1.92418635609861	-3.28579221072941	-0.28777998305893	-1.13511440829626	-1.47544033663236	-0.131516344880463
68	16	Eno2	0	-3.00204444530363	-2.91566082160167	-3.05347652919462	-0.145787513522829	-2.89185592078267	-1.89442129061297	0.104111488576914
69	16	Enpp2	0	5.67904212347149	4.56202235180884	5.98571630273849	5.01720079235868	5.28945982453916	1.60118571633161	4.95285728040358
70	17	Pnoc	0	-0.0306380752629597	-0.0626374734208019	-0.0106452256176589	-0.0308719142388279	-1.7823949692891	-0.144221897312857	-0.0139322640256742
71	17	Cers2	0	3.35342863045572	3.51115604823853	3.5367883970135	2.92659657685181	3.57356673271787	1.26024475512401	2.95521519469389
72	17	Pllp	0	3.47209668868565	3.52151530461254	3.555486420211	3.16189556068745	3.45106590243684	1.48133687508755	3.39592630731563
73	17	Tmem88b	0	4.11193317445914	4.17229677791013	4.25178620932801	3.983932652134	4.23223386439125	1.67314390082098	4.07418538189953
74	18	Gad1	1.28872194286344e-10	-0.00642629089249341	-0.0161698638412094	0.0677372093466747	-0.10977844738156	-4.555130654179	-0.422660788883124	-0.195629076479902
75	18	Cpne6	0	-2.97138752604	-0.940219192722117	-3.22909022743606	-0.135216058492377	-1.06040823105186	-0.838410326978157	-0.00741391751198783
76	18	Csrp1	0	3.81502689949557	3.84281895790176	4.02617842460366	2.81678972931542	3.95557714371468	1.37074326435668	1.3246580144205
77	19	Gad2	0	-0.0369035642982196	-0.0300102823852057	0.0421009586605101	-0.139643930225707	-4.25118280099258	-0.396180790394664	-0.0813198598285576
78	19	Hpcal4	1.58229790124866e-59	-2.09085322273036	-1.86128824626485	-2.17272970616998	-0.173576017572899	-0.981946925811413	-1.13488939027003	-0.0640657061205939
79	19	Atp6v1g2	0	-2.37287362849174	-2.22056810945594	-2.71159254401809	-0.178940369852559	-2.63625411285968	-1.54416324705653	-0.0342526299470752
80	19	Elovl1	0	2.73692761495568	2.76096683850261	2.81624003571541	2.43438474941539	2.80868424034868	1.05983544534329	2.48218438452423
81	19	Ugt8a	0	5.73536131536913	5.70029931784707	6.03468544137166	5.50324286618973	5.94122804643682	1.69560485760717	5.66881310613922
82	20	Ttc3	1.52945964680094e-286	-3.0301416515105	-2.7265603107893	-2.913623908498	-0.762778384072083	-3.06317382372592	-1.97738368465391	-1.26808851145305
83	20	Snca	0	-3.24815248489888	-3.42563344921281	-4.3036361753915	-0.245561496983662	-2.72680909882813	-2.41627315026989	0.046078020636856
84	20	Mag	0	5.1569638273027	5.2009445056835	5.357709691812	4.93665985020257	5.32591181884584	1.65405636701781	5.05407907146524
85	21	Crym	0	-2.96312311923539	-0.790629913491068	-3.9045900051746	-0.0758982940167146	-0.211904706201634	-0.744698042864921	-0.118476454287025
86	21	Basp1	1.49906135451626e-315	-3.473772657999	-3.52849194070823	-3.07653204898255	-0.673119381347805	-3.03685699413738	-2.24516043500094	-0.188555251553769
87	21	Qdpr	0	4.38308835172544	4.42925923345925	4.48194932863888	4.39926451606013	3.85769981366784	1.44352263999996	4.27809311462609
88	22	Mal	0	6.51660222520071	6.59055437000917	6.91770032886027	5.44249349853041	6.90538612621097	1.35378924504735	6.22692923211155
89	23	Vstm2a	0	-0.173038995208708	-0.720967082021524	-0.176576308270021	-0.0973616747271749	-2.79331628052731	-0.464944154937921	-0.1024061742265
90	23	Napb	5.6026564808103e-09	-2.64495258624246	-2.62094938977624	-2.84007400719796	-0.350601151462414	-2.97444024437385	-1.65722484056017	0.0768485261355971
91	23	Thy1	0	-3.13557316093695	-2.73091844979135	-2.85414539228492	-0.326467426562317	-2.6325717044703	-1.64154542012456	-0.606961084326791
92	23	Ermn	0	5.23335275322661	5.34324755600904	5.48296023515395	5.05839837977001	5.41509735759353	1.44266858855805	5.16530938743816
93	24	Ckmt1	1.01685491529863e-289	-1.75101889335477	-1.8262727487394	-2.42999507493256	-0.141730033444589	-2.04806258535115	-1.05692537501556	-0.0136085984598206
94	24	Dlgap1	0	-3.24843388527885	-2.70211731028065	-3.13521595976016	-0.312154775062709	-2.14386478073628	-1.7167492576273	-0.970113133445179
95	24	Cmtm5	0	3.99997669309406	4.07498273185096	4.27006212298069	4.00864033448393	4.24820141147546	1.22394591520225	1.61882052509831
96	24	Cryab	0	5.13082994030694	4.5495475922219	5.3352240909651	4.718177008724	4.43507517034766	1.2972484935997	4.35179421017735
97	25	Zcchc18	0	-2.22670332348768	-1.99339290201656	-2.8972309890272	0.12099322395663	-2.97280496012566	-1.43565801269314	-0.430794685368398
98	25	Aspa	0	4.02576257539761	4.08357585494341	4.16099601556818	3.92604230000413	4.13677062780106	1.27627385646122	3.89228400424406
99	26	Fbxw7	3.08800244360962e-22	-2.36814612984732	-2.56767550053563	-2.50286412265482	-0.637577276144947	-1.16841248517912	-1.72262531318241	-0.180100245278341
100	26	Prkcb	1.98540210251656e-06	-3.64023010302336	-3.02576808003987	-3.48639380602458	-0.372144666016249	-1.13082693989941	-2.17687700796678	0.112866561099815
101	26	Bpgm	3.02724897762463e-280	2.72624082807019	2.64730422275185	2.33087519040187	2.81032626470725	2.56146626568861	1.00759319242218	2.5817969316637
102	26	Trf	0	6.97570992257211	7.02286023323126	7.30955832779513	5.67663733664537	7.25161921565969	1.62824698607225	6.82921129228301
103	27	Gpr22	1.85888646104325e-29	-2.16022614364442	-1.50488323381809	-2.82196586112728	-0.146497328757717	-0.658112946743684	-1.01024912783924	0.00849999070096763
104	27	3110035E14Rik	0	-2.99898208838975	-3.07492739482104	-3.79643534128925	-0.225878342244934	-0.337745150380515	-1.99087886036397	-0.0578992557258601
105	27	Plekhb1	0	2.9232113124308	2.9074369894043	3.08314853044324	2.89494169956945	3.0518913336486	1.32123556804071	1.4690865373094
106	27	Apod	0	5.92608616861633	5.94315432594982	6.19213873794583	5.11745574556005	6.07898167435543	1.2473374062062	5.78274849775544
107	28	Tmem59l	1.14783155610791e-246	-1.9845965919996	-1.7842996330848	-2.36432481422991	-0.161427732004018	-2.01778442043506	-1.05589194791152	-0.0481658808209381
108	28	Gja1	4.35964938401486e-14	0.271715079003035	0.216344396001586	0.56451015526718	-0.434067498092908	0.571130633880584	0.371218182792316	-4.37356523924149
109	29	Nrn1	1.73157698423062e-197	-1.71755005821892	-2.71661621518324	-2.58595738901696	-0.183746674976942	-0.0682836309328958	-1.44777069135537	-0.19314327029663
110	29	Cx3cl1	0	-2.72914535601975	-2.57238039225048	-2.47239258606374	-0.478602448536047	-1.71111635655211	-1.69390800566229	-0.225089323349711
111	29	Acsbg1	5.1989482487601e-07	0.140222492213562	0.0542689635172254	0.248989464889756	0.0289214752088263	0.226577782456301	0.154647517095794	-3.42396241157865
112	30	Atp1a3	0	-3.51779463115874	-2.71012961915707	-3.2787600650917	-0.35604245002896	-3.63705337954206	-1.67137470067008	-0.134720573695069
113	30	Opalin	0	3.8918336746958	3.97956578619762	4.0464996093307	3.83598669910392	4.01741808394871	1.11115123386581	4.02183503012861
114	30	Cldn10	4.26614193704653e-06	0.00647876875752579	0.0312186372748304	0.0944810111366627	0.105272612230062	0.285979796538422	0.130541815340769	-3.66098891979907
115	31	Mapk10	0	-2.25471697935975	-2.38065595376936	-2.66254138746101	-0.135383915900111	-2.19182090273125	-1.50648923030856	-0.323844425887864
116	31	Grm5	7.68807322119272e-312	-3.44297738472393	-2.26593595485883	-3.57085519194421	-0.386426417219255	-2.19571925304986	-1.65264760230514	-0.204509179958645
117	31	Jam3	0	2.79969638604705	2.99860415418539	2.89003573990371	2.74867823189972	3.04808484210558	1.26967781925116	2.85053855028508
118	31	Ntsr2	0	0.0734654117268165	0.0823231236049491	0.252495482472664	0.0471920638557707	0.272780407271837	0.17325012563511	-3.50643760782263
119	32	St6galnac5	4.92487711875989e-09	-1.67747280066833	-0.292243196481351	-2.10268437977343	0.00826115879334	-0.283305517585977	-0.309168033832529	-0.252634549721776
120	32	Pgm2l1	0	-2.72728701439461	-2.6229845428943	-2.36105926917686	-0.399929775661687	-1.8648206938815	-1.5306075950426	-0.0886022899393452
121	32	Aldoc	0	0.190991241603269	-0.0306952511787655	0.473360399077963	0.0722279272336008	-0.112211657409894	0.0797114261574025	-4.41607200860486
122	33	Caly	1.26870289797397e-285	-1.86511426398925	-1.60219458018175	-2.93413976906347	-0.0537425313108602	-1.9587192425604	-0.998664745738277	0.0176910841492166
123	33	Fth1	1.03766757873204e-84	2.64893714011313	2.58792896921847	1.41559119756507	2.31410424212247	3.26220046845709	0.914477055689079	2.5471016319618
124	33	Lcat	0	0.123512065243849	0.0716893097596251	0.208137640875894	0.0704629773500281	0.199140241054473	0.112901969706991	-2.73073673597728
125	34	Cck	1.72656634799372e-274	-2.95664754362701	-2.5933445295749	-3.09348633161782	-0.28779805689833	-2.44764237827176	-1.64506547798521	0.00916700363887443
126	34	Rgs14	5.83870533889694e-17	-1.60085892333295	-0.948805459458127	-2.35761256967218	-0.114785733763089	-0.143900159209092	-0.489214512862615	-0.0320408094506777
127	34	Rab3c	1.15090001239287e-306	-2.27585492374316	-0.897160442930536	-2.06096636386246	-0.229219469356577	-3.66013987467973	-0.844828329035014	-0.112045656137615
128	34	Gpr37	9.68358003792492e-258	3.35874520571656	3.78360654660445	3.37248708054254	3.66633043592687	3.81616007815295	1.53270303226208	3.04115884560524
129	34	Aqp4	0	0.148084054136519	0.0757887946485696	0.400979079410337	-0.0165789471994524	0.355889788163819	0.284631477840973	-4.7511773926905
130	35	Ociad2	2.10228811950398e-44	-2.33445611890489	-1.62717797508764	-3.02637194430567	-0.12673577232465	-0.812286060099997	-1.02775109750155	-0.0343939914225248
131	35	Myt1l	4.91356899123612e-300	-2.50861358448869	-2.22035968257	-2.43351710797479	-0.470844838047029	-2.15325142110319	-1.63851538367473	-0.278839899157644
132	35	Phldb1	0	2.76731468864474	2.84189623883903	2.86934947190958	2.68260592348727	2.85363773415783	1.31068380707582	2.7333167078324
133	35	Pla2g7	2.48169173906058e-320	0.183139549599226	0.150892850613371	0.450524162603259	-0.576272838465332	0.393214810140002	0.328889932141217	-4.06048183778767
134	36	Olfm1	5.52604513545354e-150	-3.16567821625305	-2.98045611422892	-2.47509328924896	-0.483765050974528	-2.13697216791943	-2.00587267527647	-0.173267897749417
135	37	Calm2	5.49072526511689e-60	-1.98096182607384	-2.54899246126786	-3.15798991630094	-0.341819884522524	-1.62440033934615	-1.45321397267538	1.43535709594244
136	37	Acsl6	7.19342030261219e-10	-0.292956408505109	-0.290718384962207	-0.224468337871025	0.0208821865222749	-0.172753389391953	-0.086354705747607	-2.81860215528674
137	37	Cyfip2	8.96469725075257e-280	-2.89754807130194	-2.67237711317532	-2.513129844344	-0.335952599889964	-2.06352592614676	-1.76103683965648	0.016832596884918
138	38	Spink8	7.79667559231366e-09	-1.34097971697342	-0.203493905569039	-2.49396457697371	-0.0261649017000698	-0.116140636045311	-0.348040190156736	-0.0159357200983662
139	38	Stmn4	0	1.70715138090397	1.74458509013359	1.61565543263086	3.35099483148024	2.38312845057336	0.884212336339078	3.45159960090446
140	39	Tenm2	1.11170355335684e-97	-2.41418365854905	-1.15398505830501	-2.74147791835569	-0.165871204729639	-1.08524546781015	-0.910810526243814	0.00121462925046578
141	39	Mlc1	5.22778625208014e-313	0.082675702650305	0.0950246453554098	0.255975502834454	-0.096765650639953	0.258069118275338	0.199826398638672	-2.99374913450782
142	40	Dgkg	0	-2.51132917343677	-0.545827089224717	-2.55394023446261	-0.208581646210354	-1.42780461739605	-0.522527912119908	-0.0579447781632178
143	40	Nsg2	1.39591549604774e-307	-3.07365544060113	-1.96362081470473	-2.89135929385324	-0.25915218822982	-2.43809207014476	-1.24228112238389	-0.20033350793106
144	40	Slc48a1	0	2.98069918369366	2.60560977555338	2.93315242760534	3.30751721581982	2.70909230990873	0.997035556650464	2.14738968869101
145	40	Fabp7	7.23756168567708e-08	0.167931704639524	0.0697502975372935	0.219559672096089	0.270808362537939	0.371138925219442	0.147492764474726	-3.49166474012792
146	41	Rbfox1	7.18937469390625e-83	-2.70179666109641	-2.32103424101198	-2.27254053614904	-0.271590592718524	-1.51159906998712	-1.41044347209879	-0.137836005903671
147	42	Rnf13	0	3.79175211532992	3.82501639714028	3.58908159862091	3.54627601959231	3.62138326536068	1.21059331122313	2.65924583166511
148	42	Mt2	1.55817446564876e-12	0.354614620866277	0.23692848599663	0.602553540258374	-0.477827777989448	0.466458034802345	0.293942347076486	-4.53127408070483
149	43	Gabra2	6.18436549130803e-43	-2.18062827582942	-0.817069846634484	-2.16921493436814	-0.161941012622995	-0.831747302183966	-0.525072075787642	-0.823268259917866
150	43	Slc12a5	0	-2.2648711068676	-2.14823504927682	-2.00798062017608	-0.275152260497595	-2.07621197488026	-1.32455974237393	-0.136795216616208
151	43	Gpr37l1	1.96029778743154e-15	0.54206167775004	0.496173577925317	0.836348657111548	0.11151609419619	0.781851049274189	0.413151341581161	-4.25218000841441
152	44	Ncdn	0	-2.78977537504628	-2.06707421184626	-2.99116552938007	0.30285908018038	-1.73577011973972	-1.31284530418605	0.432344504236211
153	44	Gria2	0	-4.01212004010115	-2.98146533652437	-3.70556600481732	-0.658583403680154	-1.98322036033409	-2.29387864682138	-1.42909412301214
154	44	Kif5c	4.37452348971575e-276	-2.48665581827685	-2.38946886048512	-2.27676165972731	-0.270485560500747	-2.42691623700723	-1.37406143330923	-0.014645438327544
155	44	Slc4a4	9.7985989096615e-15	0.319588869813507	-0.0284669543070394	0.534293532689634	-0.150747021764727	0.307437424049237	0.261111103633208	-3.60081711258563
156	45	Disp2	7.90840114805957e-272	-2.007681753658	-1.2482999096458	-1.92933811604636	-0.183942519249819	-2.01902160093607	-0.884076970136963	-0.121534478314554
157	45	Fam131a	8.65310716464425e-54	-2.60294506521599	-1.71398068841924	-2.79532948348579	-0.141607120699126	-0.672686491664821	-0.990881719896161	-0.100756625463642
158	45	Car2	2.46638056383072e-98	5.45100358691643	5.57633004240514	5.76259677876159	4.64807045173401	5.28026931465007	1.41003262839644	2.61856565672872
159	46	Ddn	1.14141895241079e-10	-2.17682638211453	-1.29153150233198	-2.38428137765539	-0.0984709713299847	-0.369099931330701	-0.751575079707924	-0.0494770575396211
160	46	Slc44a1	0	2.42165440916958	2.52567055561433	2.51074350343994	2.34059996734209	2.58446607625289	1.01638121098981	2.23431388725098
161	46	Car14	0	2.7146008545026	2.74813161625949	2.76818780766497	2.57823486476991	2.75794695699426	1.11176001588779	2.65836680487184
162	46	Ndrg2	1.1658968543651e-290	0.333960582267959	0.113721845424332	0.568696670477727	-0.13024817041311	0.159127084854206	0.229484752392518	-3.75716858906381
163	47	Arpp21	3.79287044717266e-158	-2.01223622972554	-3.07656403853743	-1.56001685300061	-0.779598758423508	-0.572348204677677	-2.19148423234053	-0.481817362559734
164	47	Camkv	6.72876836160918e-90	-3.06903408905554	-1.63346784919991	-2.88098873501949	-0.290189918418871	-1.13717402993649	-1.29594450146933	-0.15251919091298
165	47	Brinp1	5.24374221408286e-74	-2.27185522232513	-2.41490877102032	-2.18291261535493	-0.258386128684517	-1.30793278852998	-1.39785227152045	-0.0816653776754457
166	48	Icam5	0	-1.93536425860227	-0.951174776120773	-1.6428610503117	-0.0523951099147255	-0.173433732063532	-0.572577200945314	-0.0617369311220451
167	48	Ppp3ca	0	-3.89173312934517	-2.76414600064442	-3.70829805624375	-0.172352291627657	-1.1666990915796	-1.88560308626604	-0.0294980055154457
168	48	Celf2	2.22107999372892e-187	-2.98997592671524	-2.57451859032587	-2.39190541476366	-0.629869748533368	-1.73792703374508	-2.01311972546954	-0.972132307981469
169	48	Hpca	1.98679841448316e-98	-3.89813025602752	-2.84091180354028	-4.51887546580932	-0.13895007618918	-1.57147191896123	-1.77145860477465	0.021838318431571
170	48	Slc12a2	0	3.38102704216035	3.09477769533633	3.56296218503456	2.33288857555547	3.24119956461793	1.24401151260377	3.16575596958188
171	48	Fgfr3	3.50267981123808e-277	0.0333572194426306	0.0833992703382697	0.160686802253242	-0.0447724116770359	0.181001535018157	0.159949370648418	-2.44065253163706
172	49	Tspan13	0	-3.7273108105636	-1.98470768062162	-3.65694864417968	-1.21464081536052	-1.27694883332288	-1.20481738116588	-0.254855536567509
173	49	Qk	3.62121720520531e-176	4.14752681290788	4.48183463489845	4.7417267009006	2.42518265674911	3.80942492224602	1.68607549129889	1.10061585709899
174	49	Gatm	0	4.14063794980752	3.99671312790401	4.28225926171942	2.35160433195585	4.30735634045597	1.67560245992112	3.74134231162015
175	50	Gria1	0	-3.94401304544073	-1.33334554320347	-3.66154848079637	-0.366778064426892	-1.95378891003454	-1.11251859286953	-0.453851515505649
176	50	Gltp	0	2.30366237618098	2.37530142586311	2.40690150527462	2.00770409115534	2.40997452358356	1.14118965947038	2.16707927788773
177	50	Ptprz1	5.9334961586021e-277	-0.00847901326381983	0.182181699760452	0.161186316402068	-0.0686459783256808	-0.223541598584865	0.104039277452887	-3.21046755629218
178	50	Epb4.1l3	5.37906277439561e-294	2.15703179971863	2.30987578402837	2.30787188015995	2.96830266817604	2.30631193949484	1.01731824015732	3.12971748348827
179	51	Slc1a2	8.28698194501128e-277	-0.075367539787756	-1.88783164719907	0.289737634922308	-0.528204217538212	0.0686560912638903	-0.872603326802323	-5.28885051891034
180	51	Gpm6b	1.90414281841915e-294	1.56436367346682	1.44516735903335	1.2381695123064	3.45083307256312	3.3452850086667	0.814185706527401	0.17910731776434
181	52	Dnm1	2.14001862328029e-265	-3.1044732671333	-2.41865662389534	-2.03354079037149	-0.323074258888979	-2.61360658654724	-1.53577664749305	-0.28863677436347
