	mean	total	bio	tech	p.value	FDR
Plekhb1	1.07312595161407	2.6755687548172	2.01032219606715	0.665246558750057	0	0
Gad1	0.732377420202918	2.53240599066008	2.00776690921853	0.524639081441547	0	0
Aqp4	0.653759623506187	2.48808473777478	2.00725143467581	0.480833303098973	0	0
Camk2b	2.42620939987154	2.54560389057682	2.00459015984509	0.541013730731733	0	0
Gabra1	2.04643808011112	2.6317476903541	2.00453471679348	0.627212973560618	0	0
Mfge8	0.801587141571408	2.56376306192438	1.99189020830077	0.57187285362361	0	0
Ftl1	3.23445450188512	2.35746653078165	1.98292143523194	0.374545095549717	0	0
Atpif1	3.1329721406032	2.37211515620503	1.96881039390514	0.40330476229989	0	0
Ndrg1	1.33789233026033	2.65900303333717	1.96261559337462	0.696387439962548	0	0
Elovl7	0.98797709854275	2.60342173392211	1.96004619316663	0.64337554075548	0	0
Slc8a1	2.203675146244	2.54696368137398	1.959493882291	0.587469799082981	0	0
Ngfrap1	2.56330272454726	2.475620715148	1.95842549919703	0.51719521595096	0	0
Jam3	1.19224925594169	2.6388287202226	1.95546637576558	0.683362344457015	0	0
Rasgrp1	1.87556803256981	2.58792727506757	1.94965683190307	0.638270443164501	0	0
2810468N07Rik	1.13584215196494	2.61366939941442	1.93477065868307	0.678898740731353	0	0
Itm2a	0.674580748825804	2.43403911758289	1.93157472399812	0.502464393584776	0	0
Nrxn1	2.73870550211478	2.40681146884806	1.92652535047064	0.480286118377417	0	0
Ywhaz	3.72940461191981	2.22115593657477	1.92319948032942	0.297956456245352	0	0
Uchl1	2.43306088187448	2.46257345742204	1.92225346077839	0.540319996643648	0	0
Aldoc	0.746212089287922	2.4607912029992	1.91957928375527	0.541211919243925	0	0
Tmeff2	1.4040410899502	2.60315067934087	1.90709446844109	0.696056210899772	0	0
Epha4	2.01686080884108	2.52172038627692	1.89926356600762	0.622456820269302	0	0
Ppp3r1	2.46758235972424	2.43045081223743	1.89766502265369	0.532785789583743	0	0
Ywhag	2.71048945149331	2.37095860870329	1.88742068066943	0.48353792803385	0	0
Pja2	3.0371484131672	2.30215057659873	1.88585800377333	0.416292572825404	0	0
Ldhb	3.19191181959479	2.26024013755936	1.87188973566128	0.388350401898076	0	0
Serpini1	1.77884342778567	2.48604004313521	1.85978137173728	0.626258671397936	0	0
Ddr1	1.05103855427704	2.51790855361672	1.85865814015881	0.659250413457911	0	0
Celf2	2.56574821698571	2.37197212409538	1.85570193652559	0.516270187569785	0	0
Lpar1	0.868057443364911	2.44732458599148	1.85004481862736	0.597279767364119	0	0
Xist	2.382369796443	2.06220278124115	1.84924579481143	0.212956986429724	0	0
Napb	2.22213410525118	2.41845917082586	1.83940238230607	0.579056788519789	0	0
Mif	3.22233107503982	2.21372299094777	1.83844832760477	0.375274663342997	0	0
Gad2	0.680029843417915	2.33319979923436	1.83719790975866	0.496001889475699	0	0
Thy1	2.1260456409866	2.43318834974412	1.82858215405987	0.604606195684255	0	0
Dnm1	2.30639294712244	2.38143856523516	1.81625463002199	0.565183935213169	0	0
Tuba1a	4.92384051969164	1.96334107525884	1.8107552950935	0.152585780165347	0	0
Cyp51	1.2881595162216	2.50412680434765	1.80878282263224	0.695343981715407	0	0
Cnr1	1.21947169322265	2.48469329796968	1.80610478714803	0.678588510821646	0	0
Cpne6	1.69566623181844	2.42901123766878	1.80478721428465	0.624224023384139	0	0
Aplp1	3.78120286466379	2.08584181816673	1.80170683007133	0.284134988095397	0	0
Mllt11	2.12196229327928	2.40323232847042	1.79902577092102	0.604206557549402	0	0
Cyr61	0.701500468145185	2.31084455651802	1.79156281715515	0.519281739362864	0	0
Dpy19l1	1.45324457769755	2.4845755664752	1.78691858977414	0.697656976701057	0	0
Slc48a1	1.88694903739899	2.44611242537158	1.78552618680052	0.660586238571057	0	0
Clic4	1.0488042914844	2.44396346665464	1.78504139958274	0.6589220670719	0	0
Cadm2	2.34614238664207	2.34386023083205	1.77218595256925	0.571674278262799	0	0
Arpp21	1.98696508868305	2.40065625423551	1.76289014499976	0.63776610923575	0	0
Evi2a-evi2b	0.857551641029172	2.34284544443002	1.74949137596752	0.593354068462503	0	0
Cyfip2	2.25689305799558	2.31973200566775	1.74484130776726	0.574890697900489	0	0
Myl12b	2.91081404177975	2.18318571935932	1.74310816809528	0.440077551264041	0	0
Mmd2	1.81409691768279	2.3869480119345	1.7382147867626	0.648733225171898	0	0
Camk2n1	2.49003772523134	2.26425316286171	1.72889613493897	0.53535702792274	0	0
Reep3	1.12013149238826	2.4003112955018	1.7270710304341	0.673240265067705	0	0
Dusp1	1.08580027256091	2.39406141600503	1.72570577467129	0.668355641333734	0	0
Rnf7	2.20365593890377	2.32691014002685	1.72467072932115	0.602239410705698	0	0
Ndrg2	0.766202333923601	2.27078311315064	1.72432019614093	0.546462917009709	0	0
Aldoa	4.17719012367329	1.95847959265485	1.71882908314008	0.239650509514765	0	0
Nrn1	1.47705437243493	2.37794839992826	1.71611156940649	0.661836830521772	0	0
Nnat	1.39840408751519	2.26870640462991	1.71263695504821	0.556069449581708	0	0
Tuba4a	2.08158358468023	2.30568036578422	1.70402678618842	0.601653579595802	0	0
Npcd	1.80890998010373	2.33851587743225	1.69713763765922	0.641378239773024	0	0
Dlgap1	2.23670936758629	2.26624110141366	1.68301886261892	0.583222238794733	0	0
Gamt	0.965979713465264	2.30786590501584	1.68148102072963	0.626384884286214	0	0
Cd63	1.19654158739474	2.35513502555415	1.68127249855749	0.67386252699666	0	0
Ywhaq	3.20583682052956	2.05542165595331	1.67790856050055	0.377513095452761	0	0
Ptma	3.90488097531667	1.93335303678231	1.66400850095731	0.269344535824992	0	0
Malat1	9.32379660966554	1.68163217492055	1.65432297116558	0.0273092037549778	0	0
Lmo4	2.08492933286372	2.24357462378388	1.64961449302103	0.593960130762851	0	0
Olig1	0.925009690816739	2.27120968418033	1.64843173792299	0.622777946257339	0	0
Gm9846	1.86360781968464	2.31748754127045	1.64671624377323	0.670771297497218	0	0
Atp5g1	2.50011260672703	2.16988254449267	1.64080780903879	0.529074735453874	0	0
Degs1	1.73134767768027	2.30608515981299	1.63747996111283	0.668605198700155	0	0
Nme1	2.65912457263421	2.13078360920427	1.63517842015427	0.49560518905	0	0
Pfn2	2.78555733114877	2.10059700531657	1.63015289601553	0.470444109301044	0	0
Phldb1	0.961513849422508	2.26257276443072	1.62827933292454	0.634293431506177	0	0
Ncald	1.13080219252232	2.30337680013039	1.62609189123952	0.677284908890872	0	0
Gda	1.81180843604726	2.26149276216655	1.61392127478069	0.647571487385852	0	0
Aatk	1.77486338467907	2.29231276961483	1.61239331965075	0.679919449964077	0	0
Vmp1	2.39351368286257	2.15393069548644	1.59734793080878	0.556582764677656	0	0
Ctsl	2.28518587500004	2.16712116846822	1.58843750450248	0.578683663965743	0	0
Wfs1	1.12344624574645	2.23094342143411	1.58534128326523	0.64560213816888	0	0
S100a1	0.887833661122545	2.1866345435963	1.57955515539051	0.607079388205789	0	0
Arf3	2.1266280272186	2.18449518864849	1.57272260105605	0.611772587592439	0	0
Gstm5	2.31378068799586	2.13591695313094	1.56880694665569	0.567110006475249	0	0
Tppp3	0.962337920960318	2.18280093007239	1.56386747182382	0.618933458248575	0	0
Nov	1.34800863463307	2.19302427583809	1.55905217920358	0.633972096634511	0	0
Gng11	0.866335810170981	2.12820532901789	1.55623640817463	0.571968920843266	0	0
Dynll1	4.16158383038567	1.79332980924917	1.55431314711352	0.239016662135656	0	0
Mef2c	1.2381230807011	2.19322027126101	1.54876188537386	0.644458385887156	0	0
Nrxn3	1.95715722930368	2.18295528149233	1.54845626517011	0.634499016322218	0	0
Nrip3	1.20746559281073	2.16973334003867	1.54432265919515	0.625410680843521	0	0
Uqcrh	3.47122431634319	1.87522990349743	1.54022538839675	0.335004515100671	0	0
Calm3	3.47213538767943	1.87395432933256	1.53642542393749	0.337528905395069	0	0
Egr1	2.49256053201292	2.06209675601248	1.53274845348491	0.529348302527568	0	0
Sypl	1.43482384429458	2.2328590372151	1.53124203041851	0.70161700679659	0	0
Cplx2	1.88693159202147	2.14672488760606	1.53106616981988	0.615658717786174	0	0
Camkv	1.79288836790977	2.16041689560152	1.52823448560584	0.632182409995672	0	0
Rps29	4.53102478870079	1.70747717378704	1.5228203400203	0.184656833766737	0	0
Syt11	4.16027688050495	1.75346060253129	1.52223715255149	0.231223449979806	0	0
Rps20	2.77685031877226	1.99164239449057	1.52175144628956	0.469890948201012	0	0
Marcks	1.53310652460349	2.21241148203573	1.51451314649997	0.697898335535763	0	0
Atp6v1a	3.74251853608995	1.80778336901062	1.51048229740723	0.297301071603397	0	0
Osbpl1a	1.93554189883736	2.163840036198	1.50728959184061	0.656550444357396	0	0
Fermt2	1.48268919051076	2.19423143598816	1.49412048985191	0.700110946136248	0	0
Cycs	3.49737250887384	1.82065234747519	1.48937194648325	0.331280400991936	0	0
Rps3a1	3.50703522409412	1.81624201451251	1.48700859594331	0.329233418569197	0	0
Nudt4	1.31710166846394	2.17704734389072	1.48422967733509	0.69281766655563	0	0
Nsg2	1.97976527458289	2.09726839249999	1.48419359005893	0.613074802441053	0	0
Zcchc18	2.52777468679026	2.00630991479708	1.48252280714583	0.52378710765125	0	0
Tspan7	2.34184768388056	2.05420021853633	1.48219486634572	0.572005352190608	0	0
Pgm2l1	1.84229993523348	2.13918587167205	1.47955270025408	0.659633171417968	0	0
Prkar1b	1.86781109570922	2.13147255698062	1.47812074908105	0.653351807899568	0	0
Slc6a1	0.957680241037884	2.10036929672808	1.47576088414816	0.624608412579912	0	0
Gria3	1.86532503072361	2.10520236174234	1.46598510935339	0.639217252388948	0	0
Ckb	4.15289443418652	1.71250112357961	1.46554236714671	0.246958756432901	0	0
Litaf	0.819473491720026	2.02935715166912	1.46510044021734	0.564256711451779	0	0
Fosb	0.809375816290105	2.03804975152455	1.46248787175604	0.575561879768516	0	0
Cx3cl1	1.9425607529982	2.09868411011168	1.46213424814024	0.636549861971442	0	0
Gm5506	3.14066852980948	1.8585464853644	1.46098668808307	0.397559797281326	0	0
Nap1l5	1.9075323352105	2.08024805643632	1.45462869121116	0.62561936522516	0	0
Caly	1.68405921695865	2.05989283102407	1.44910062250369	0.610792208520381	0	0
1500004A13Rik	1.3799948021155	2.13686396617501	1.4478078516784	0.68905611449661	0	0
Rps15a-ps4	2.48340419035558	1.97771665676409	1.44560153445654	0.532115122307549	0	0
Cox7b	2.98349217841062	1.87298731720402	1.44379403939776	0.429193277806254	0	0
Fam131a	1.68127434745103	2.07868961816792	1.44295611982906	0.635733498338865	0	0
Cpne7	1.22845307804109	2.07299201846662	1.44287908637195	0.630112932094669	0	0
Anxa5	0.765007287969361	1.99249772419957	1.44046128911258	0.552036435086988	0	0
Cnksr2	1.74452977601381	2.068744537986	1.43934173460524	0.629402803380762	0	0
Serpine2	1.14032043212093	2.08403462014611	1.43809757921818	0.645937040927937	0	0
Sst	0.455114863663255	1.796927235203	1.43687327356183	0.360053961641163	0	0
Usmg5	3.91225247977847	1.71312660494152	1.43672963933672	0.2763969656048	0	0
Ppp3cb	2.1099306795993	2.04406909511712	1.43430156211625	0.609767533000875	0	0
Rab3a	2.20968752354714	2.01820869524586	1.43291483949175	0.585293855754115	0	0
Slc4a4	0.708824870985326	1.95219641700274	1.42836967587331	0.523826741129436	0	0
Trim2	2.89187992362755	1.8715046443723	1.42354573896077	0.447958905411522	0	0
Bcan	0.757523070336226	1.9689926639128	1.42087766288267	0.548115001030134	0	0
Fkbp1a	3.58766827836003	1.74204954719735	1.42072183730267	0.321327709894685	0	0
Atp6v1e1	3.26468036619091	1.79370648678663	1.41857403472447	0.375132452062155	0	0
Ndufa5	2.79142032885189	1.88366725470981	1.41681592536346	0.466851329346343	0	0
Rps3	3.40492311616142	1.75678799110857	1.41257477425513	0.344213216853435	0	0
Dcn	0.560757312312353	1.81664027756046	1.41122213599704	0.405418141563422	0	0
Arpc1b	0.949697303697173	2.04274039499425	1.4096062770107	0.633134117983554	0	0
Lars2	3.27813080218213	1.80155641204532	1.40349069252734	0.398065719517972	0	0
Pla2g16	0.883932086182559	2.00846108628006	1.39943955291703	0.609021533363032	0	0
Elovl1	0.836964400400863	1.98505297530079	1.39771743956596	0.587335535734825	0	0
Rab3c	1.58703539796498	2.06689454582245	1.39754871773092	0.669345828091536	0	0
Rbfox1	1.80130458176421	2.0385283631029	1.39623849148964	0.642289871613262	0	0
Atp2b2	1.8348086005154	2.06231767499018	1.39531145397459	0.667006221015587	0	0
Eif4a2	3.72733626577595	1.68731590994673	1.38990731458768	0.297408595359044	0	0
Cox7c	4.05934712215569	1.63714412103083	1.3883785422835	0.24876557874733	0	0
Mapk10	2.03941739125161	2.00029237617066	1.38785446280433	0.612437913366326	0	0
Rpl7	2.41579027643746	1.9338146441208	1.38347538577854	0.550339258342261	0	0
Id3	0.672365665108777	1.8817768438113	1.37847858466133	0.503298259149966	0	0
Atp6v0c-ps2	3.65664944292922	1.68640290711106	1.37563332308359	0.310769584027474	0	0
Secisbp2l	1.68825956534947	2.06539869041082	1.37544165231399	0.689957038096836	0	0
Tuba1b	3.20141608657665	1.76571104291016	1.37396996199615	0.391741080914009	0	0
Efnb3	1.45589419940503	2.06045531172382	1.37250080444863	0.687954507275188	0	0
B2m	1.2907545737504	2.06652016340587	1.37245714457092	0.694063018834942	0	0
Hist1h2bc	1.31694029134763	2.05109772965898	1.3712581426482	0.679839587010785	0	0
Rpl39	2.76208242708472	1.8436127917611	1.37084144848733	0.472771343273766	0	0
Rbfox3	2.02489476418622	1.98359533094186	1.36914611703547	0.614449213906383	0	0
Kif5c	2.10593222687992	1.97426471601594	1.3690202895023	0.605244426513635	0	0
Ldha	2.30811244877718	1.93150488114591	1.36449498582907	0.567009895316841	0	0
Gabrb2	1.97800014819541	1.98555964771023	1.35946944939511	0.626090198315123	0	0
Myt1l	2.05461035409537	1.96308188126997	1.35596541532204	0.60711646594793	0	0
Rpl32	3.23633319845531	1.72571036532111	1.35443862141634	0.371271743904771	0	0
Stmn4	2.16108446253885	1.95952902116479	1.35437941205096	0.605149609113829	0	0
Bpgm	1.47008955357763	2.04987022531746	1.35396787231514	0.695902353002323	0	0
Celf5	1.83676728013602	1.99084349855208	1.35322093329079	0.637622565261286	0	0
Ndufb4	2.76746309879372	1.82461867088931	1.35116540920222	0.473453261687087	0	0
Rpl34-ps1	1.66490358137359	2.04303416598797	1.34941854808498	0.693615617902994	0	0
Deb1	1.88513298574535	2.00872256191157	1.34392272469638	0.664799837215195	0	0
Cox7a2	3.71096163561662	1.63856926611371	1.34028571199748	0.298283554116227	0	0
Syp	1.89575015573059	1.96586674070293	1.3383219831394	0.627544757563527	0	0
Ttyh1	1.68838474531718	2.00511982514963	1.33782465091536	0.667295174234273	0	0
Ndufa4	4.171243048837	1.57350040084921	1.33648248018774	0.237017920661468	0	0
Sv2b	1.44948587967942	2.01722260284741	1.33198457423599	0.685238028611422	0	0
Kcnj10	0.879265081488378	1.92988432018526	1.33001628774585	0.599868032439409	0	0
Sat1	1.10627805294754	2.00003803947173	1.32756254349097	0.672475495980756	0	0
Fbxw7	2.14597524637831	1.92283896781806	1.3271507546231	0.595688213194956	0	0
Pgrmc1	2.40939197293238	1.87276594802697	1.32712069353051	0.545645254496455	0	0
Pcyt2	1.37416219908253	2.00838924544307	1.32551520196461	0.682874043478468	0	0
Omg	2.13218928708044	1.93646921433904	1.32465994812163	0.611809266217414	0	0
Ntsr2	0.544844797808824	1.7294534574754	1.32243190997253	0.407021547502865	0	0
Sh3bgrl3	2.58208537956401	1.83377528781746	1.32151744516114	0.512257842656315	0	0
Ociad2	1.55107722772968	1.96551927068044	1.32111405596658	0.644405214713857	0	0
App	5.13610162635544	1.44699727639962	1.31629688083093	0.130700395568688	0	0
Cldn10	0.539831122215774	1.71487365801136	1.31093922721683	0.403934430794532	0	0
Btg2	0.921540862279776	1.91854531352034	1.307134235109	0.61141107841134	0	0
Sptbn1	3.1809769762774	1.69033948899518	1.30605338440007	0.384286104595112	0	0
Synj1	2.04589680229231	1.92367437064182	1.3029353432438	0.620739027398024	0	0
