	mean	total	bio	tech	p.value	FDR
Kcna1	1.75873505266729	1.9853859874282	1.30067773272028	0.684708254707926	0	0
Ywhab	2.70426857580606	1.78492106811553	1.29696307173877	0.487957996376759	0	0
1810037I17Rik	2.22264726341562	1.88309495293065	1.2958373826144	0.587257570316251	0	0
Rap1a	1.15126011131626	1.97365738805113	1.29194299630559	0.681714391745542	0	0
Car14	0.700877818781255	1.80784884289347	1.28999786390355	0.517850978989928	0	0
Rps24	2.71599995020743	1.77041058903491	1.28738592658624	0.483024662448674	0	0
Pea15a	2.72394930810946	1.76607364948956	1.28528282970026	0.480790819789303	0	0
Atp5l	3.35993804926992	1.63147647410505	1.27599521452552	0.355481259579523	0	0
Gm15421	2.30610279721221	1.84263124852681	1.27560082250905	0.567030426017765	0	0
Pcdh17	1.73504170119559	1.8991314834677	1.27302042111206	0.626111062355637	0	0
Slc24a2	2.05184900663666	1.90122636408586	1.27269529106235	0.628531073023512	0	0
Tm4sf1	0.410481667980546	1.60482019981056	1.26920533699499	0.33561486281557	0	0
Tubb5	2.39923174659602	1.81517664286121	1.26517420369427	0.550002439166946	0	0
Synpr	0.658591430728395	1.73344382626135	1.26212297164565	0.4713208546157	0	0
Atp2a2	2.85684991978442	1.71213802890748	1.26096535881302	0.451172670094458	0	0
Prnp	3.67310355538294	1.56568233959407	1.26006048021949	0.305621859374574	0	0
Sumo2	2.79450492247888	1.72434373206387	1.25895867632463	0.465385055739247	0	0
Gng5	1.03838299690871	1.91398439404007	1.25862351372676	0.655360880313311	0	0
Fabp7	0.524567593877443	1.65612591776337	1.25767025032282	0.398455667440548	0	0
Fkbp3	2.26962251676335	1.83115868411718	1.25678203754036	0.57437664657682	0	0
Sub1	4.08748961671444	1.50158958143523	1.25472851100056	0.246861070434664	0	0
Calb1	0.9133378637457	1.8477654714288	1.253925457131	0.5938400142978	0	0
Cntn2	1.21120335757547	1.93976824767668	1.25301135336004	0.686756894316639	0	0
Fa2h	0.662557870078614	1.75140618523039	1.25268888159651	0.498717303633876	0	0
Maged1	2.56953950709013	1.76567099811105	1.25043219144326	0.515238806667789	0	0
Nell2	1.44916857078555	1.90678638788508	1.24868236728404	0.658104020601043	0	0
Ppia	5.58686990035482	1.35740105608141	1.2486576184934	0.108743437588015	0	0
Gabrg2	1.8247043216229	1.89592857986	1.24793998386615	0.647988595993854	0	0
Tmed10	1.83982864107748	1.91371463086838	1.2474959582789	0.666218672589477	0	0
Rpl31-ps12	3.19102912860158	1.63591939807042	1.24691169321635	0.389007704854069	0	0
Ryr2	1.58129250262027	1.91876199279265	1.24609379884222	0.672668193950432	0	0
Gm6402	2.75634400556516	1.72303450342109	1.24583143418079	0.477203069240309	0	0
Atp6v1g2	1.90221758623889	1.86375863937187	1.24569581235564	0.618062827016233	0	0
Nptn	2.97508896352537	1.67200479375755	1.24301220260031	0.428992591157249	0	0
Chl1	1.68512789777815	1.88626461970364	1.24158833434422	0.64467628535942	0	0
Pls3	1.67969161478721	1.91623056071672	1.24101775408983	0.675212806626884	0	0
Rps18	2.84891629675062	1.68757804358509	1.23587876184625	0.45169928173884	0	0
Vip	0.732843073564505	1.67774728777184	1.23491025626143	0.442837031510406	0	0
Cox6b1	3.82639937387479	1.51396072999522	1.23096883882953	0.282991891165693	0	0
Atp5o	2.97931626797216	1.65719600553614	1.22855000848382	0.428645997052323	0	0
Ubl3	2.11048172538675	1.83899513254173	1.22736119040757	0.611633942134155	0	0
Gjc3	0.69756481787666	1.74075179745034	1.22609791688999	0.514653880560345	0	0
Dclk1	2.30041424606209	1.79479525408192	1.22527549053845	0.569519763543466	0	0
BC002163	3.02500194138302	1.65105721706166	1.22283354616777	0.42822367089389	0	0
Srrm2	2.0058448462569	1.84855854044405	1.21685052483133	0.631708015612715	0	0
H3f3a	2.85491233463267	1.66851168861069	1.21270515762953	0.455806530981162	0	0
Scrg1	0.767969599708195	1.76067694385331	1.2126294278808	0.548047515972509	0	0
Lamp2	1.27839084777055	1.90873203896199	1.21235602430071	0.69637601466128	0	0
Lap3	1.17998595905616	1.88684691415095	1.21142054307737	0.675426371073583	0	0
Rpl18a	3.34595240487428	1.56262970674322	1.210668646331	0.351961060412221	0	0
Acot7	2.67846232834439	1.70445507798092	1.21066481832739	0.493790259653524	0	0
Plk2	1.70386021650317	1.8633574323821	1.20923216297378	0.65412526940832	0	0
2010107E04Rik	3.37482738296143	1.56272260787144	1.20652602711494	0.356196580756496	0	0
Chgb	1.80864287452058	1.83784164146359	1.20519084909794	0.632650792365649	0	0
Ptprn	1.84210659489154	1.84834423988216	1.20477063504003	0.643573604842131	0	0
2900060B14Rik	1.66120317064955	1.80466848304099	1.20310221173456	0.601566271306421	0	0
Fxyd6	0.991588879506628	1.83615792977455	1.19889213970189	0.637265790072669	2.77543858532308e-307	2.91558449408692e-306
Tenm2	1.57030949908768	1.83949934513463	1.19738770213845	0.642111642996175	0	0
Ptprs	2.18106211261627	1.78713051358378	1.19491625631981	0.592214257263973	0	0
Gnai2	1.5023114164167	1.89239360746439	1.19337252078672	0.699021086677673	0	0
Dner	1.29217596629044	1.88180572524714	1.19254721786746	0.689258507379673	0	0
Syt4	1.62769799120355	1.87039850282955	1.19047741626042	0.679921086569122	0	0
Tmbim1	0.759511909838526	1.73699592799726	1.18843158554004	0.548564342457223	0	0
Gltp	0.74485821283628	1.73111887485162	1.18764049028179	0.543478384569833	0	0
Chd3	1.8636947824277	1.81450532620575	1.18763067583685	0.626874650368894	0	0
Atp5k	3.37240940557202	1.5408263035105	1.18546857615113	0.355357727359372	0	0
Gng12	1.08778341707885	1.85246925790092	1.18365104887556	0.668818209025367	0	0
Mgst3	1.58348924090406	1.85503648336964	1.18213865870229	0.672897824667346	0	0
H3f3b	3.59291887627806	1.48942460203071	1.17897689218912	0.310447709841588	0	0
Lgi3	1.1204227936	1.8366556434416	1.17884781846618	0.657807824975422	0	0
Tecr	3.55777330744505	1.50088781212005	1.17648188143998	0.324405930680077	0	0
Dkk3	1.33281239687021	1.85232705939593	1.17642188176472	0.675905177631215	0	0
Luc7l3	2.51972739201366	1.70072169614638	1.17592468553162	0.524797010614755	0	0
Ptk2b	1.42998471229165	1.83448589311203	1.17562799435146	0.658857898760572	0	0
Josd2	1.16741046537729	1.827841535036	1.17331651382736	0.654525021208636	3.9639343811546e-308	4.17649888620162e-307
Dock10	0.738803839835263	1.71334167330617	1.17313103665499	0.540210636651186	0	0
Rps13	2.76114776684637	1.64417825773813	1.1702111947063	0.473967063031828	0	0
Scg3	1.6751539412987	1.80769474219891	1.16972551748879	0.637969224710121	0	0
Gjc2	0.630238410962599	1.64833823905722	1.16949746820613	0.478840770851093	0	0
Wasf1	1.83388429867775	1.80483825750789	1.16944355162243	0.635394705885468	0	0
Idh3b	2.35550068165215	1.72396325152849	1.16918103905548	0.554782212473014	0	0
Nfib	1.8622662311205	1.82701273795773	1.16765183946088	0.659360898496845	0	0
Elavl3	2.44860215489698	1.70827465516143	1.16733463223569	0.540940022925741	0	0
Tubb4a	1.42748095033512	1.86326485660688	1.16686634781443	0.696398508792457	0	0
Epb4.1l3	1.59195522332346	1.86153481346636	1.16590662224044	0.695628191225917	0	0
Hes1	0.864395107846608	1.7659190141574	1.16537421687996	0.600544797277439	0	0
Schip1	1.51432268574666	1.83147435374702	1.16369559476426	0.667778758982757	0	0
Lamp1	2.13213004906053	1.77765330359171	1.16333223442219	0.614321069169522	0	0
Rplp1	3.9833245535774	1.4184634006109	1.16237855223906	0.256084848371836	0	0
Ly6c1	0.378376172366694	1.49956137814468	1.16023792105029	0.339323457094385	0	0
Got1	2.06630351979596	1.76565329220215	1.16016216942591	0.605491122776239	0	0
Atp5f1	3.13034656459711	1.56166304128812	1.15780232769802	0.403860713590102	0	0
Ndfip1	2.04190909471003	1.74353467605433	1.15597041360924	0.587564262445087	3.87219272532967e-291	3.91648854296929e-290
Slc22a17	2.62622345633685	1.6578550506283	1.1547223615492	0.503132689079102	0	0
Cplx1	1.23300596633444	1.82798910388897	1.15399044884843	0.673998655040534	0	0
Rgs7bp	1.85617968924468	1.80040054349869	1.15338973514716	0.647010808351534	0	0
Hprt	1.93954497626973	1.7828940677556	1.15202910040907	0.630864967346527	0	0
Atp1b3	1.41045845049714	1.8529264861134	1.15083341506046	0.702093071052941	0	0
Pltp	0.45197351593257	1.51637559978083	1.14950143825596	0.366874161524864	0	0
Gpr22	1.45112117946863	1.80527725933989	1.14834965236233	0.65692760697756	0	0
Frrs1l	1.79249388316481	1.79919210794041	1.14515323366135	0.65403887427906	0	0
Sdc4	0.504128192062203	1.52269317411616	1.14431993886293	0.378373235253236	0	0
Atp5j2	3.5665282604999	1.47446684556623	1.14396763340637	0.330499212159858	0	0
Cox6c	3.79897424620486	1.4296878970522	1.14390286670946	0.285785030342741	0	0
Atp6v1d	2.7754037192564	1.62169308518099	1.14340616935493	0.478286915826064	0	0
Cacna2d1	1.79530326308616	1.79458516015652	1.14185946980874	0.652725690347789	0	0
Zfp36l1	0.598454584296972	1.59869532510507	1.14063332451755	0.458062000587523	0	0
Ahi1	2.25834827782176	1.70678573947047	1.14034705682385	0.566438682646619	0	0
Mgll	1.49154085952052	1.83261323186281	1.13789333431061	0.694719897552198	5.2392753132679e-298	5.41272746580063e-297
Brinp1	1.60184821084421	1.80538276579868	1.13775110007996	0.667631665718717	0	0
Slc25a3	2.78871358519739	1.61234774354156	1.13611679838836	0.476230945153199	0	0
Ndrg3	2.08282772555803	1.74742007069241	1.13433130143566	0.61308876925675	0	0
Morf4l2	2.63532544459824	1.63549265887485	1.133689446523	0.501803212351845	0	0
Dpysl2	2.65310551394016	1.62990891772111	1.13358108978081	0.496327827940291	0	0
Bcl11b	1.3752458387373	1.79018994914283	1.13313102348404	0.657058925658781	0	0
Tnfaip6	0.630980864854119	1.61123799501051	1.1306274597723	0.480610535238211	0	0
Myo6	1.0913771680663	1.7953310002482	1.1294018796272	0.665929120620993	0	0
Atp5j	3.27004480230676	1.50358650080625	1.1288807358847	0.374705764921551	0	0
Atp5c1	3.19955173953319	1.5189017376584	1.12878397957079	0.390117758087612	0	0
Rpl23	2.84352108879336	1.58441389658917	1.12792002926667	0.456493867322497	0	0
Uqcrq	3.37360478654102	1.47892228980327	1.12687956823775	0.352042721565525	0	0
Pld3	1.82125340295444	1.77265884331334	1.12360937936428	0.64904946394906	0	0
Dgkg	1.32969192428563	1.78380567401849	1.1224780856965	0.661327588321989	0	0
Abhd3	0.830878276881538	1.69470516139764	1.12066187394674	0.574043287450894	0	0
Gnas	3.55422752463017	1.44936372908672	1.11818524695954	0.331178482127179	0	0
Rpl35	3.38049872392628	1.46368898369431	1.11690378969272	0.346785194001588	0	0
Gprasp1	1.88993432312564	1.7554573752479	1.11663432941474	0.638823045833162	1.0546258027519e-282	1.03511376199793e-281
Elovl5	1.04192949108316	1.76851888675667	1.1158871155204	0.652631771236266	0	0
Asrgl1	1.24783505312026	1.7977895255353	1.11504688768063	0.682742637854674	0	0
Ubc	3.11816401814315	1.51549901530799	1.1148794472365	0.400619568071485	0	0
Rps28	3.42483580374438	1.4560269369864	1.1144496271451	0.341577309841296	0	0
Snap47	2.14990408500904	1.71188166415152	1.11411253933858	0.597769124812943	0	0
Uqcr11	3.17027123560956	1.50318476645743	1.11337542960707	0.389809336850365	0	0
Pebp1	2.18558032591033	1.70094645425863	1.11149195036509	0.589454503893541	0	0
Hspe1	2.28946692510898	1.68064508942632	1.1098226041118	0.570822485314521	3.56140574877469e-269	3.32335224226029e-268
Syn1	1.515648183638	1.79341975588426	1.10869827938769	0.684721476496572	0	0
Vamp3	0.96316348576999	1.7430229506934	1.10763045314582	0.635392497547581	0	0
Mpc1	2.70410506607508	1.59207809449491	1.1065772776616	0.485500816833318	0	0
Stmn1	1.88088562471717	1.76774817833372	1.10485100401628	0.662897174317433	8.69555536680594e-322	9.56017024702812e-321
Prkacb	2.04160987903424	1.74073527157421	1.10324858033254	0.637486691241671	0	0
Sumo1	2.4660337638359	1.63940494028136	1.10288437770298	0.53652056257838	0	0
Fdft1	1.50952417831229	1.79878769730617	1.10180558024805	0.696982117058122	0	0
Pde4b	1.30794830581064	1.79933957191731	1.10164410930187	0.697695462615438	4.97244306588526e-274	4.72738538790704e-273
Mir684-1	0.977256986330956	1.73237079348459	1.10130053261037	0.631070260874222	0	0
Klf4	0.540130954941043	1.52857819611964	1.10028788537673	0.428290310742915	0	0
Rab6b	1.91141030536914	1.75062832257312	1.09913153884208	0.651496783731039	0	0
Gprc5b	0.736842528007899	1.63526196563441	1.0978949220234	0.537367043611014	0	0
Scp2	1.97996339000946	1.74347801107259	1.0975165434298	0.645961467642794	0	0
Mtpn	1.98068253142911	1.74062592304776	1.09587369023033	0.64475223281742	0	0
Tsc22d4	0.943780521444002	1.72440699185912	1.0949339466275	0.629473045231617	0	0
Ddn	1.35685042468797	1.7382024050157	1.09380736820941	0.644395036806291	6.25033333060116e-279	6.05625905366925e-278
Tubb3	1.79318579075066	1.74322646996877	1.093655373794	0.649571096174769	8.84377506055831e-322	9.71333059723891e-321
Anln	0.68497447383133	1.60321262046278	1.09307965301793	0.510132967444848	0	0
Cltc	2.32635249134506	1.65743755745828	1.08769555040001	0.569742007058269	0	0
Ndufc1	2.70765441242086	1.57312922632969	1.08672444828514	0.486404778044549	0	0
Mlc1	0.472628751721308	1.44515651164037	1.08659249783848	0.358564013801897	0	0
Tppp	2.17215946529364	1.68943844490343	1.08629917272695	0.603139272176478	0	0
Tomm7	2.46623638654375	1.61995390067351	1.08578250560706	0.534171395066447	0	0
Foxp1	1.71502838889939	1.7453523015735	1.08533394254305	0.660018359030452	0	0
Rps6	3.18083497941207	1.46843646668523	1.08502367009146	0.383412796593774	0	0
Sept7	3.91735072494804	1.35397998122896	1.08481048009911	0.269169501129856	0	0
Hmgb1	3.0187445418439	1.50346098335545	1.08417475401123	0.419286229344214	0	0
Stxbp1	1.66305525701887	1.76585316329798	1.08407494832701	0.681778214970968	0	0
Desi1	1.08151754062067	1.75071508069674	1.08370863716328	0.667006443533456	0	0
Oaz1-ps	3.22266552112786	1.45867746008899	1.0834071248817	0.37527033520729	0	0
Atp5g3	3.66502432988052	1.39656326774174	1.08299698425907	0.313566283482669	0	0
Nmral1	0.720828944230417	1.60521364713664	1.0816078307274	0.523605816409249	0	0
Plat	0.972890651565636	1.71804494545137	1.07946571318112	0.638579232270247	0	0
Cadm1	2.00410228037444	1.68367309514889	1.07895331182297	0.604719783325919	0	0
Sema6a	0.625074644511151	1.55497578047198	1.0775930981646	0.477382682307376	0	0
Ado	0.895294379171038	1.68954689407986	1.07675925935807	0.61278763472179	0	0
Slc25a4	4.51699198627308	1.27540007154079	1.07670574619033	0.198694325350462	0	0
Cd82	0.694914972930085	1.59115772788247	1.07583169086719	0.515326037015285	0	0
Crip1	0.334076138540701	1.36714662211942	1.07491836418912	0.292228257930304	0	0
Elmod1	1.60184297729946	1.74699049843245	1.07286723927263	0.674123259159826	0	0
Timm8b	2.26585935217558	1.6473423385576	1.07140070945214	0.575941629105459	7.82891607508176e-284	7.71260905818176e-283
Tmem254b	0.916680647697522	1.68966104630773	1.07094505359926	0.618715992708473	0	0
Snap91	1.80188772898683	1.72283287153292	1.07033707112199	0.65249580041093	0	0
Zeb2	2.62116899686927	1.57262478451861	1.06879510427499	0.503829680243619	0	0
Rnasek	2.66740149583523	1.56427055239326	1.06840716567162	0.495863386721639	0	0
Slc44a1	0.946025153435141	1.70014503998986	1.06838226962776	0.631762770362096	0	0
S100a6	0.592382875959174	1.50938027946176	1.06798912494762	0.441391154514133	0	0
Cfl2	1.57104204856001	1.75135610016039	1.0657882052052	0.685567894955185	0	0
Ndn	1.73635272334146	1.70089101108878	1.06448062523451	0.636410385854269	7.54422558617048e-237	6.11024682971517e-236
Sorl1	1.92039876318823	1.70008975407239	1.06418044767366	0.635909306398739	2.09771395852669e-315	2.25727637926202e-314
Spock3	0.903914363264786	1.67793871976891	1.06385656109231	0.614082158676599	0	0
Ptprz1	0.79721251300876	1.60750424652529	1.06372346400539	0.543780782519908	0	0
Idh1	1.12474994453577	1.73752370190315	1.06362860347463	0.673895098428522	0	0
Fnbp1	0.953660515579392	1.68895073394401	1.06331419422826	0.625636539715754	0	0
Eml1	1.00336214568778	1.70463670547559	1.06193927427721	0.642697431198379	0	0
Atp6v1b2	2.31819287965322	1.62400457570858	1.06068170624051	0.563322869468074	0	0
Arap2	1.35728875752543	1.74773472879707	1.05972706985067	0.688007658946395	1.03428173883337e-285	1.0294305111653e-284
Hopx	0.53072943775222	1.45371807458246	1.05967179705583	0.394046277526639	0	0
Nedd8	2.40943648074329	1.60925249249614	1.05939631024731	0.549856182248831	0	0
Adamts4	0.602311343559492	1.51241538434179	1.05790444304056	0.454510941301234	0	0
Atp1b2	0.85063329244565	1.64706329073295	1.05657428704871	0.590489003684234	0	0
Uqcr10	3.10156748208209	1.45974032667577	1.05619503604266	0.403545290633112	0	0
Ndufa1	2.5203643153245	1.58063598171649	1.05555324862874	0.525082733087745	0	0
Prdx5	1.69200798929358	1.71341677650631	1.05278326537976	0.660633511126552	1.51225839511089e-266	1.39280048369154e-265
Tubb4b	2.14422454521606	1.6452591503896	1.05188188175032	0.593377268639286	5.74488311597948e-285	5.69124275075091e-284
Tmem59l	1.52513331927791	1.70468474501049	1.05113983874518	0.65354490626531	2.71509842365079e-242	2.24880517368734e-241
Alcam	1.33821131273194	1.73784069662359	1.04831108227664	0.689529614346947	0	0
Pisd-ps3	1.57265604348198	1.74555514827788	1.04747284841639	0.698082299861496	0	0
Itm2c	2.42732658807654	1.58575876778792	1.04532918230034	0.540429585487581	0	0
Nrbp2	1.19920235361496	1.72146317808	1.04420544284805	0.677257735231947	0	0
Fah	0.925089158763375	1.66576931780819	1.04119370241601	0.624575615392183	0	0
Kcnq1ot1	1.70513698525471	1.71588524954416	1.04034651163451	0.675538737909648	0	0
Ctps	0.827506394264105	1.59927851229732	1.0399950384794	0.559283473817916	1.29594122258899e-257	1.14966023174492e-256
Rtn3	3.10634675099965	1.43817447314185	1.03996395428534	0.398210518856514	0	0
Bnip3l	2.25241046017678	1.62363377515223	1.03973788084502	0.583895894307205	0	0
Zfp36	0.543493828083307	1.47233726864132	1.03966973034883	0.432667538292496	0	0
Npm1	2.28843445927845	1.61034707016144	1.03894088208115	0.571406188080298	0	0
Grcc10	2.82615324272358	1.50316543882355	1.03795213677454	0.465213302049003	0	0
Zbtb18	1.56767113051399	1.69788931096309	1.02589924374796	0.671990067215129	0	0
Gm5643	1.9935703281412	1.64463755824322	1.02329024195932	0.621347316283908	1.39453779538124e-246	1.17522208173113e-245
Edil3	1.10606056597258	1.69601748259917	1.02321524575923	0.672802236839935	0	0
Gm13363	1.28235199514755	1.71743480719084	1.02226408059234	0.695170726598502	5.83064509430365e-279	5.65476640315921e-278
Myeov2	2.94171943368117	1.46050903282962	1.02214779747961	0.438361235350011	0	0
Baiap2	1.61537394931634	1.66781701856176	1.02145382619106	0.6463631923707	1.34987908457527e-284	1.3335397660469e-283
Rph3a	0.796869985205513	1.59066861726634	1.02075979081979	0.569908826446541	0	0
Ntrk2	2.27042440249647	1.59342240266515	1.02075773199319	0.572664670671968	0	0
Tmem141	0.643762740936368	1.49298803156545	1.02066011505457	0.472327916510877	0	0
Shfm1	2.84766825340214	1.4764124462717	1.02047156787479	0.455940878396909	0	0
Cacnb4	1.77556026117815	1.68756663332718	1.02043765630003	0.667128977027147	2.33444535463051e-317	2.53256291184524e-316
Gp1bb	1.40195881098159	1.71190258622284	1.01993607770407	0.691966508518762	3.8742346146049e-288	3.87788955292056e-287
Tspan15	0.597323048075288	1.45284419416882	1.01957111774277	0.433273076426054	0	0
Ly6e	1.47989842465628	1.70996222363623	1.01941185747188	0.690550366164346	0	0
Sh3gl2	1.72398249850414	1.67407796618517	1.01882205284084	0.655255913344331	1.68490296490035e-314	1.80573944013893e-313
Epn2	1.67514182270459	1.71142712473823	1.01860598693027	0.692821137807965	0	0
Mycbp2	2.09250905453245	1.63762796593898	1.01846056869016	0.619167397248814	0	0
Srp14	2.96340584656785	1.44878852659234	1.01804629675392	0.43074222983842	0	0
Tmod2	2.53353895517105	1.53731131356526	1.0155181458759	0.521793167689362	0	0
Ensa	2.08294643137116	1.62415151300156	1.01550081939035	0.608650693611206	0	0
Txn1	2.13185299635484	1.61562758747305	1.01514864465766	0.600478942815388	1.0305323324522e-301	1.06985793026593e-300
Btf3	2.44206409660221	1.555381948074	1.01452709614861	0.540854851925393	0	0
Serinc3	2.41295077192049	1.5675819468292	1.01360347264586	0.553978474183341	0	0
Bsg	1.87852958311674	1.67566395439169	1.01157558497571	0.66408836941598	0	0
Lrpap1	2.1035956198314	1.6267270531323	1.01125814399366	0.615468909138644	2.36948212237105e-310	2.51653706890459e-309
Gm6682	2.32397090091406	1.5739113465211	1.01019084360972	0.563720502911382	7.39779420003499e-298	7.62785193997777e-297
Anks1b	2.21619031089426	1.59662066790569	1.00967311819107	0.586947549714623	0	0
Glo1	2.16514580650394	1.60702963793365	1.00890818763685	0.598121450296798	0	0
Spcs1	2.65424797899843	1.50419699680837	1.00751544870405	0.496681548104315	0	0
Ank3	3.04278629318226	1.42421499299629	1.00700848731259	0.417206505683697	0	0
Fabp3	1.47927707499699	1.66203639968248	1.00540512605318	0.656631273629299	4.33479976289515e-240	3.56528879723392e-239
Miat	1.33243015959379	1.67532960844657	1.00537183993843	0.669957768508139	6.21054381890467e-277	5.9632461464777e-276
Map1a	2.1442743766473	1.59971582819079	1.00418447476777	0.59553135342302	3.10621334175903e-208	2.23740146341231e-207
Rps16	3.01918289652777	1.42244372882927	1.00339483805853	0.419048890770744	0	0
Slco1c1	0.531539769725926	1.4269975732334	1.00325088961578	0.423746683617611	0	0
S1pr1	0.479061252721295	1.39068685850413	1.00136560039295	0.389321258111189	0	0
Sccpdh	1.39692099347599	1.68903715832313	1.00047349412692	0.688563664196212	1.12263877471311e-266	1.03665773713717e-265
Atp5h	2.93822212101193	1.44205118777839	0.999638260015084	0.442412927763303	0	0
Ephb1	0.696635944242621	1.51687635119058	0.998593406364772	0.518282944825804	0	0
Pgk1	2.64091553436842	1.4988075343616	0.998234107942126	0.500573426419471	0	0
Cyb5	1.92009876101571	1.63996740509923	0.997796413822258	0.642170991276974	1.13319785848311e-317	1.23188826174493e-316
2010300C02Rik	1.2784727969869	1.66900974285709	0.997450730532193	0.671559012324894	1.48219693752374e-323	1.63041663127611e-322
Ndufv2	2.426307285889	1.53894505180842	0.996324137541847	0.542620914266569	0	0
Mat2a	2.30482195886818	1.56959460934713	0.996192146999384	0.573402462347744	0	0
Mcam	0.586691825801269	1.43699775015347	0.995858470315042	0.441139279838423	0	0
Ndufb10	2.54283107887164	1.51685579181537	0.99583558626637	0.521020205548997	0	0
Atp5b	3.80523575062833	1.29157798535624	0.992979150790855	0.298598834565387	0	0
Hint1	2.67817451431994	1.48800224206659	0.99294646824447	0.495055773822119	0	0
Acsbg1	0.416222942432927	1.31737803126288	0.990607689208985	0.326770342053893	0	0
S100a13	0.796475833540358	1.55783858142736	0.988710083036422	0.569128498390941	0	0
Cox6a1	2.75716681895403	1.47086260194593	0.987472995539116	0.483389606406814	0	0
Carhsp1	0.679642405807022	1.49592439772782	0.98717530671152	0.508749091016301	0	0
Cox8a	4.37452716079819	1.21163333734209	0.985465912063125	0.22616742527896	0	0
Prdx2	2.73697707819512	1.46959035564195	0.985423269410238	0.484167086231707	0	0
Sec61g	2.47622372183939	1.51987297833654	0.984934760187521	0.534938218149017	0	0
Tmem151a	1.9169046085545	1.63644544906777	0.984602018645469	0.651843430422304	0	0
Sod1	2.2830026969864	1.5502046436051	0.981543574359315	0.56866106924579	3.96956507213021e-245	3.33468609780693e-244
Gng2	1.42815636265396	1.64920144390409	0.981185763985297	0.668015679918795	1.36849033770866e-255	1.1960199738953e-254
Akr1a1	2.81118631008067	1.44653118176367	0.9805473800031	0.465983801760571	0	0
Ifitm3	0.424859828054581	1.33223012396409	0.979924538192533	0.352305585771557	0	0
Resp18	0.989068044673001	1.57096504659646	0.979405402571272	0.59155964402519	0	0
Gls	1.7131932700273	1.64754849640699	0.97461268295788	0.672935813449114	0	0
Unc5b	0.672923520078341	1.47842956780131	0.974152906806286	0.504276660995028	0	0
Serinc5	0.895945395074348	1.58506162278028	0.973962579838505	0.611099042941778	2.18660520497524e-288	2.1907347709903e-287
Hspa8	4.26439353001365	1.21562949312806	0.97158114104493	0.244048352083133	0	0
Enc1	1.49523500898632	1.63975019898151	0.970183611173819	0.669566587807686	5.35165917472206e-294	5.47551628194803e-293
Slc2a1	0.806048360053784	1.54112286653204	0.969693105597901	0.571429760934134	0	0
Ndufab1	1.94066288859841	1.56877388704325	0.967276750998631	0.601497136044622	4.07536542377622e-248	3.46193972348004e-247
Rhog	0.693461270968498	1.47931276934855	0.967273341156492	0.512039428192053	0	0
Tma7	2.77026493262945	1.44148870233094	0.967169186546056	0.47431951578488	0	0
Vdac3	2.35654907720501	1.52245725401501	0.966473038372775	0.555984215642236	0	0
Timp2	1.9235446534085	1.58870127240557	0.965097512367729	0.623603760037841	0	0
Fxyd1	0.40372104015077	1.28165251468716	0.964112799460613	0.317539715226545	0	0
Kif1b	3.66294956620358	1.2675608961026	0.964065514283736	0.303495381818865	0	0
Bnip3	1.6605566548559	1.64435711103006	0.963930805307194	0.680426305722865	2.6995773293436e-283	2.65454267510061e-282
Cdc42ep2	0.593948671114603	1.41103992827537	0.963321545428159	0.447718382847212	0	0
Rhob	1.63341193076908	1.65574599281898	0.96329249978113	0.692453493037847	6.96611760675061e-286	6.94647629770902e-285
Prom1	0.459297157756342	1.31638965964441	0.962678216874746	0.353711442769667	0	0
Syne1	1.89530438563625	1.59728329833706	0.961823277124507	0.635460021212552	0	0
Rnf112	1.47387245557644	1.64522761187018	0.961695310738832	0.683532301131348	2.73944783204691e-237	2.22213620015426e-236
Erbb2ip	0.726873105461392	1.49532188263364	0.96063142641867	0.534690456214966	0	0
Bcas1	0.566737222035323	1.39598827457548	0.959943850249955	0.436044424325527	0	0
Myo1d	0.636010060011085	1.44297239968299	0.959623860823839	0.483348538859149	0	0
Ctxn1	1.44546762332568	1.62296044286371	0.958498726562468	0.664461716301247	8.29971542541304e-285	8.21455043504033e-284
Plekha1	0.986001967040313	1.60136750909562	0.958053787993527	0.643313721102095	1.50133247406965e-207	1.07629307769453e-206
Cadm3	1.49607607916813	1.63829523568586	0.957712054893147	0.680583180792711	1.05199112403126e-241	8.67933579002459e-241
Mdh2	2.59170790229078	1.46522210617512	0.954254499279685	0.510967606895434	0	0
Actr2	1.81619426873158	1.61519901121521	0.95244853230988	0.662750478905328	0	0
Atrx	2.53155904323643	1.47491606422355	0.952319095978083	0.522596968245467	0	0
Agpat4	1.33929764065753	1.63855091674292	0.949220176417619	0.689330740325301	4.84425020338276e-254	4.19571384962376e-253
Rps21	2.35029660579641	1.50902643804817	0.948985013855151	0.560041424193016	0	0
Gnao1	2.78878166968247	1.41826514945312	0.948553728338486	0.469711421114632	0	0
Hapln2	0.469820435546291	1.33894600626738	0.948301265973247	0.390644740294134	0	0
Tsc22d1	2.04287068646945	1.57529626659507	0.948232388564704	0.627063878030371	1.03116006165758e-316	1.11525058793329e-315
Pkm	2.58711233587653	1.46005868517732	0.948080651920724	0.511978033256599	0	0
Bcap31	1.90206989184808	1.60707977829838	0.94794216762839	0.659137610669988	0	0
Ndufb9	2.76128340995785	1.42476817735061	0.947795924443707	0.476972252906899	0	0
Ndufb11	2.58284335838659	1.4595356847774	0.947149184288252	0.512386500489151	0	0
Rasgrf1	1.46875483498387	1.58245460743852	0.946374273192212	0.636080334246309	1.0010349922203e-256	8.83609090470663e-256
